Reference;Planet name;Column 3
19079;Hernandez;"Hern&#225;ndez"
6686;Hernius;Hernius
3970;Herran;Herran
355029;Herve;Herve
3316;Herzberg;Herzberg
28295;Heyizheng;Heyizheng
2441;Hibbs;Hibbs
944;Hidalgo;Hidalgo
46727;Hidekimatsuyama;Hidekimatsuyama
49699;Hidetakasato;Hidetakasato
26811;Hiesinger;Hiesinger
29404;Hikarusato;Hikarusato
6329;Hikonejyo;Hikonejyo
12022;Hilbert;Hilbert
898;Hildegard;Hildegard
1642;Hill;Hill
18803;Hillaryoas;Hillaryoas
29199;Himeji;Himeji
3404;Hinderer;Hinderer
10029;Hiramperkins;Hiramperkins
9386;Hitomi;Hitomi
11457;Hitomikobayashi;Hitomikobayashi
6883;Hiuchigatake;Hiuchigatake
4774;Hobetsu;Hobetsu
18777;Hobson;Hobson
10243;Hohe;Meissner
72060;Hohhot;Hohhot
12614;Hokusai;Hokusai
18193;Hollilydrury;Hollilydrury
12113;Hollows;Hollows
20360;Holsapple;Holsapple
6402;Holstein;Holstein
3904;Honda;Honda
11055;Honduras;Honduras
27846;Honegger;Honegger
17954;Hopkins;Hopkins
23718;Horgos;Horgos
188534;Mauna;Kea
34901;Mauna;Loa
100940;Maunder;Maunder
15355;Maupassant;Maupassant
26622;Maxwimberley;Maxwimberley
2131;Mayall;Mayall
8622;Mayimbialik;Mayimbialik
10322;Mayuminarita;Mayuminarita
22780;McAlpine;McAlpine
1880;McCrosky;McCrosky
33605;McCue;McCue
31522;McCutchen;McCutchen
8545;McGee;McGee
9460;McGlynn;McGlynn
26264;McIntyre;McIntyre
1955;McMath;McMath
25491;Meador;Meador
873;Mechthild;Mechthild
7971;Meckbach;Meckbach
10647;Meesters;Meesters
34219;Megantang;Megantang
4065;Meinel;Meinel
137;Meliboea;Meliboea
55815;Melindakim;Melindakim
8626;Melissarauch;Melissarauch
18;Melpomene;Melpomene
9562;Memling;Memling
54522;Menaechmus;Menaechmus
216295;Menorca;Menorca
48458;Merian;Merian
65672;Merrick;Merrick
8191;Mersenne;Mersenne
808;Merxia;Merxia
56000;Mesopotamia;Mesopotamia
24856;Messidoro;Messidoro
10806;Mexico;Mexico
287347;Mezes;"M&#233;zes"
21635;Micahtoll;Micahtoll
22628;Michaelallen;Michaelallen
129973;Michaeldaly;Michaeldaly
20399;Michaelesser;Michaelesser
26417;Michaelgord;Michaelgord
24303;Michaelrice;Michaelrice
31463;Michalgeci;Michalgeci
7747;Michalowski;"Micha&#322;owski"
22482;Michbertier;Michbertier
5338;Michelblanc;Michelblanc
91429;Michelebianda;Michelebianda
8454;Micheleferrero;Micheleferrero
149865;Michelhernandez;Michelhernandez
32389;Michflannory;Michflannory
5016;Migirenko;Migirenko
17779;Migomueller;Migomueller
171396;Miguel;Miguel
28272;Mikejanner;Mikejanner
46441;Mikepenston;Mikepenston
178987;Jillianredfern;Jillianredfern
2874;Jim;Young
21873;Jindrichuvhradec;"Jind&#345;ich&#367;vhradec"
190333;Jirous;Jirous
26333;Joachim;Joachim
21860;Joannaguy;Joannaguy
215044;Joaoalves;"Jo&#227;oalves"
317917;Jodelle;Jodelle
;AAS;AAS
6196;Bernardbowen;Bernardbowen
3467;Bernheim;Bernheim
7149;Bernie;Bernie
21114;Bernson;Bernson
422;Berolina;Berolina
13109;Berzelius;Berzelius
28690;Beshellem;Beshellem
11446;Betankur;Betankur
937;Bethgea;Bethgea
32217;Beverlyge;Beverlyge
14953;Bevilacqua;Bevilacqua
34288;Bevindaglen;Bevindaglen
23199;Bezdek;Bezdek
375176;Beziau;"B&#233;ziau"
78118;Bharat;Bharat
19981;Bialystock;Bialystock
30722;Biblioran;Biblioran
18113;Bibring;Bibring
3246;Bidstrup;Bidstrup
10967;Billallen;Billallen
4175;Billbaum;Billbaum
63032;Billschmitt;Billschmitt
960;Birgit;Birgit
4803;Birkle;Birkle
65100;Birtwhistle;Birtwhistle
2477;Biryukov;Biryukov
12663;Bjorkegren;"Bj&#246;rkegren"
100732;Blankavalois;Blankavalois
47294;Blansky;les
140980;Blanton;Blanton
17637;Blaschke;Blaschke
15406;Bleibtreu;Bleibtreu
10447;Bloembergen;Bloembergen
2540;Blok;Blok
134034;Bloomenthal;Bloomenthal
37859;Bobkoff;Bobkoff
27279;Boburan;Boburan
6181;Bobweber;Bobweber
19915;Bochkarev;Bochkarev
15710;Bocklin;"B&#246;cklin"
25609;Bogantes;Bogantes
269252;Bogdanstupka;Bogdanstupka
22616;Bogolyubov;Bogolyubov
12325;Bogota;Bogota
4275;Bogustafson;Bogustafson
108140;Alir;Alir
292051;Bohlender;Bohlender
720;Bohlinia;Bohlinia
7330;Annelemaitre;"Annelema&#238;tre"
8367;Bokusui;Bokusui
155290;Anniegrauer;Anniegrauer
7873;Boll;"B&#246;ll"
11021;Fodera;"Foder&#224;"
11981;Boncompagni;Boncompagni
28073;Fohner;Fohner
175726;Borda;Borda
181702;Forcalquier;Forcalquier
6923;Borzacchini;Borzacchini
11360;Formigine;Formigine
58221;Boston;Boston
2789;Foshan;Foshan
8190;Bouguer;Bouguer
22598;Francespearl;Francespearl
11596;Francetic;Francetic
2698;Azerbajdzhan;Azerbajdzhan
21685;Francomallia;Francomallia
2940;Bacon;Bacon
27264;Frankclayton;Frankclayton
26821;Baehr;Baehr
2824;Franke;Franke
5136;Baggaley;Baggaley
2845;Franklinken;Franklinken
2776;Baikal;Baikal
15282;Franzmarc;Franzmarc
11786;Bakhchivandji;Bakhchivandji
13478;Fraunhofer;Fraunhofer
23882;Fredcourant;Fredcourant
437192;Frederikolsen;Frederikolsen
27425;Bakker;Bakker
5691;Fredwatson;Fredwatson
6109;Balseiro;Balseiro
11289;Frescobaldi;Frescobaldi
1713;Bancilhon;Bancilhon
538;Friederike;Friederike
597;Bandusia;Bandusia
709;Fringilla;Fringilla
2883;Barabashov;Barabashov
4732;Froeschle;"Froeschl&#233;"
1860;Barbarossa;Barbarossa
5190;Fry;Fry
945;Barcelona;Barcelona
12408;Fujioka;Fujioka
8799;Barnouin;Barnouin
5785;Fulton;Fulton
6084;Bascom;Bascom
20850;Gaglani;Gaglani
134127;Basher;Basher
25368;Gailcolwell;Gailcolwell
3599;Basov;Basov
9502;Gaimar;Gaimar
11176;Batth;Batth
213636;Gajdos;"Gajdo&#353;"
25655;Baupeter;Baupeter
20451;Galeotti;Galeotti
301;Bavaria;Bavaria
7509;Gamzatov;Gamzatov
381904;Beatita;Beatita
6380;Gardel;Gardel
21269;Bechini;Bechini
9594;Garstang;Garstang
31065;Beishizhang;Beishizhang
16973;Gaspari;Gaspari
22276;Belkin;Belkin
8153;Gattacceca;Gattacceca
271235;Bellay;Bellay
10136;Gauguin;Gauguin
14631;Benbryan;Benbryan
1272;Gefion;Gefion
31435;Benhauck;Benhauck
18032;Geiss;Geiss
25113;Benwasserman;Benwasserman
3143;Genecampbell;Genecampbell
6876;Beppeforti;Beppeforti
14831;Gentileschi;Gentileschi
7950;Berezov;Berezov
12709;Bergen;op
28600;Georgelucas;Georgelucas
15112;Arlenewolfe;Arlenewolfe
60669;Georgpick;Georgpick
17893;Arlot;Arlot
20799;Ashishbakshi;Ashishbakshi
1741;Giclas;Giclas
3460;Ashkova;Ashkova
6720;Gifu;Gifu
25000;Astrometria;Astrometria
33476;Gilanareiss;Gilanareiss
11554;Asios;Asios
69500;Ginobartali;Ginobartali
20480;Antonschraut;Antonschraut
9821;Gitakresakova;"Gitakres&#225;kov&#225;"
30027;Anubhavguha;Anubhavguha
7638;Gladman;Gladman
2341;Aoluta;Aoluta
857;Glasenappia;Glasenappia
10996;Armandspitz;Armandspitz
29197;Gleim;Gleim
32310;Asherwillner;Asherwillner
7043;Godart;Godart
4531;Asaro;Asaro
300334;Antonalexander;Antonalexander
120352;Gordonwong;Gordonwong
24289;Anthonypalma;Anthonypalma
2621;Goto;Goto
2572;Annschnell;Annschnell
2404;Antarctica;Antarctica
22627;Aviscardi;Aviscardi
3632;Grachevka;Grachevka
309706;Avila;Avila
11007;Granahan;Granahan
10825;Augusthermann;Augusthermann
25183;Grantfisher;Grantfisher
94;Aurora;Aurora
236616;Gray;Gray
33511;Austinwang;Austinwang
8318;Averroes;Averroes
4396;Gressmann;Gressmann
24347;Arthurkuan;Arthurkuan
12219;Grigor'ev;Grigor'ev
404;Arsinoe;"Arsino&#235;"
15929;Ericlinton;Ericlinton
387;Aquitania;Aquitania
454329;Ericpiquette;Ericpiquette
1871;Astyanax;Astyanax
28655;Erincolfax;Erincolfax
10885;Horimasato;Horimasato
15263;Erwingroten;Erwingroten
3828;Hoshino;Hoshino
5095;Escalante;Escalante
361450;Houellebecq;Houellebecq
284029;Esplugafrancoli;Esplugafrancoli
13804;Hrazany;Hrazany
4638;Estens;Estens
246504;Hualien;Hualien
174801;Etscorn;Etscorn
154005;Hughharris;Hughharris
495;Eulalia;Eulalia
34738;Hulbert;Hulbert
382238;Euphemus;Euphemus
7009;Hume;Hume
31;Euphrosyne;Euphrosyne
10254;Hunsruck;"H&#252;nsruck"
26340;Evamarkova;"Evamarkov&#225;"
4143;Huziak;Huziak
24369;Evanichols;Evanichols
30705;Idaios;Idaios
2759;Idomeneus;Idomeneus
260676;Evethuriere;Evethuriere
134402;Ieshimatoshiaki;Ieshimatoshiaki
9499;Excalibur;Excalibur
8787;Ignatenko;Ignatenko
11142;Facchini;Facchini
2820;Iisalmi;Iisalmi
21424;Faithchang;Faithchang
20194;Ilarialocantore;Ilarialocantore
389;Industria;Industria
27719;Fast;Fast
3497;Innanen;Innanen
28509;Feddersen;Feddersen
85;Io;Io
15569;Feinberg;Feinberg
4791;Iphidamas;Iphidamas
294;Felicia;Felicia
18091;Iranmanesh;Iranmanesh
9757;Felixdejager;Felixdejager
20533;Irmabonham;Irmabonham
204842;Fengchia;Fengchia
27120;Isabelhawkins;Isabelhawkins
7708;Fennimore;Fennimore
7710;Ishibashi;Ishibashi
8103;Fermi;Fermi
26169;Ishikawakiyoshi;Ishikawakiyoshi
2496;Fernandus;Fernandus
6501;Isonzo;Isonzo
15939;Fessenden;Fessenden
15861;Ispahan;Ispahan
15986;Fienga;Fienga
1099;Figneria;Figneria
25143;Itokawa;Itokawa
4231;Fireman;Fireman
69870;Fizeau;Fizeau
7293;Kazuyuki;Kazuyuki
349606;Fleurance;Fleurance
255019;Fleurmaxwell;Fleurmaxwell
133552;Itting-Enke;Itting-Enke
18814;Ivanovsky;Ivanovsky
19691;Iwate;Iwate
11109;Iwatesan;Iwatesan
10209;Izanaki;Izanaki
2079;Jacchia;Jacchia
28568;Jacobjohnson;Jacobjohnson
23752;Jacobshapiro;Jacobshapiro
70783;Kenwilliams;Kenwilliams
35274;Kenziarino;Kenziarino
33570;Jagruenstein;Jagruenstein
19478;Jaimeflores;Jaimeflores
202909;Jakoten;Jakoten
202787;Kestecher;Kestecher
23739;Kevin;Kevin
21065;Jamesmelka;Jamesmelka
30085;Kevingarbe;Kevingarbe
2695;Christabel;Christabel
27048;Jangong;Jangong
13441;Janmerlin;Janmerlin
2834;Christy;Carol
6063;Jason;Jason
29972;Chriswan;Chriswan
150374;Jasoncook;Jasoncook
12565;Khege;Khege
6192;Javiergorosabel;Javiergorosabel
26451;Khweis;Khweis
2077;Kiangsu;Kiangsu
33571;Jaygupta;Jaygupta
3319;Kibi;Kibi
129152;Jaystpierre;Jaystpierre
14155;Cibronen;Cibronen
33879;Kierstendeen;Kierstendeen
7192;Cieletespace;Cieletespace
192439;Cilek;"C&#237;lek"
43511;Cima;Ekar
30235;Kimmiller;Kimmiller
21729;Kimrichards;Kimrichards
2420;Ciurlionis;"&#268;iurlionis"
116903;Jeromeapt;Jeromeapt
95955;Claragianni;Claragianni
9837;Jerryhorow;Jerryhorow
6273;Kiruna;Kiruna
295473;Cochard;Cochard
19570;Jessedouglas;Jessedouglas
12673;Kiselman;Kiselman
140628;Klaipeda;Klaipeda
3978;Klepesta;"Klepe&#353;ta"
9553;Colas;Colas
10427;Klinkenberg;Klinkenberg
22199;Klonios;Klonios
1694;Kaiser;Kaiser
36426;Kakuda;Kakuda
12031;Kobaton;Kobaton
2699;Kalinin;Kalinin
52292;Kamdzhalov;Kamdzhalov
5978;Kaminokuni;Kaminokuni
112233;Kammerer;Kammerer
17544;Kojiroishikawa;Kojiroishikawa
2618;Coonabarabran;Coonabarabran
175281;Kolonics;Kolonics
5750;Kandatai;Kandatai
9409;Kanpuzan;Kanpuzan
6175;Cori;Cori
33583;Karamchedu;Karamchedu
343230;Corsini;Corsini
297026;Corton;Corton
108382;Karencilevitz;Karencilevitz
10201;Korado;Korado
20140;Costitx;Costitx
2026;Cottrell;Cottrell
23899;Kornos;"Korno&#353;"
18555;Courant;Courant
3009;Coventry;Coventry
14617;Lasvergnas;Lasvergnas
23040;Latham;Latham
23893;Lauman;Lauman
7167;Laupheim;Laupheim
14250;Kathleenmartin;Kathleenmartin
1342;Brabantia;Brabantia
14426;Katotsuyoshi;Katotsuyoshi
20814;Laurajones;Laurajones
121332;Jasonhair;Jasonhair
48435;Jaspers;Jaspers
7017;Uradowan;Uradowan
25138;Jaumann;Jaumann
14519;Ural;Ural
32938;Ivanopaci;Ivanopaci
7088;Ishtar;Ishtar
5991;Ivavladis;Ivavladis
69421;Keizosaji;Keizosaji
70679;Urzidil;Urzidil
23270;Kellerman;Kellerman
211;Isolda;Isolda
6324;Kejonuma;Kejonuma
1447;Utra;Utra
15790;Keizan;Keizan
152985;Kenkellermann;Kenkellermann
17156;Kennethseitz;Kennethseitz
3866;Langley;Langley
447;Valentine;Valentine
18969;Valfriedmann;Valfriedmann
3836;Lem;Lem
6426;Vanysek;"Van&#253;sek"
189944;Leblanc;Leblanc
29122;Vasadze;Vasadze
9184;Vasilij;Vasilij
28417;Leewei;Leewei
691;Lehigh;Lehigh
7146;Konradin;Konradin
2458;Veniakaverin;Veniakaverin
18774;Lavanture;Lavanture
11352;Koldewey;Koldewey
32628;Lazorik;Lazorik
10992;Veryuslaviya;Veryuslaviya
7457;Veselov;Veselov
3653;Klimishin;Klimishin
13897;Vesuvius;Vesuvius
2710;Veverka;Veverka
14584;Lawson;Lawson
9511;Klingsor;Klingsor
11815;Viikinkoski;Viikinkoski
2258;Viipuri;Viipuri
20566;Laurielee;Laurielee
55381;Lautakwah;Lautakwah
9932;Kopylov;Kopylov
11569;Virgilsmith;Virgilsmith
26458;Choihyuna;Choihyuna
9110;Choukai;Choukai
17932;Viswanathan;Viswanathan
100675;Chuyanakahara;Chuyanakahara
29612;Cindyjiang;Cindyjiang
27775;Lilialmanzor;Lilialmanzor
183560;Kristan;"K&#345;i&#353;&#357;an"
3222;Liller;Liller
2374;Vladvysotskij;Vladvysotskij
18560;Coxeter;Coxeter
9910;Vogelweide;Vogelweide
1725;CrAO;CrAO
35233;Krcin;"Kr&#269;&#237;n"
1951;Lick;Lick
8483;Kinwalaniihsia;Kinwalaniihsia
17251;Vondracek;Vondracek
21555;Levary;Levary
259905;Vougeot;Vougeot
4125;Lew;Allen
4816;Connelly;Connelly
890;Waltraut;Waltraut
33681;Wamsley;Wamsley
4004;List'ev;List'ev
6701;Warhol;Warhol
19411;Collinarnold;Collinarnold
9900;Llull;Llull
315166;Pawelmaksym;Pawelmaksym
22065;Colgrove;Colgrove
7008;Pavlov;Pavlov
283142;Weena;Weena
1322;Coppernicus;Coppernicus
2758;Cordelia;Cordelia
6036;Weinberg;Weinberg
262972;Petermansfield;Petermansfield
631;Philippina;Philippina
25513;Weseley;Weseley
4429;Chinmoy;Chinmoy
39463;Phyleus;Phyleus
207321;Crawshaw;Crawshaw
18928;Pontremoli;Pontremoli
15224;Penttila;"Penttil&#228;"
12132;Wimfroger;"Wimfr&#246;ger"
22227;Polyxenos;Polyxenos
28967;Gerhardter;Gerhardter
23444;Kukucin;"Kuku&#269;&#237;n"
5800;Pollock;Pollock
15663;Periphas;Periphas
19353;Pierrethierry;Pierrethierry
13001;Woodney;Woodney
2672;Pisek;"P&#237;sek"
11298;Gide;Gide
17927;Ghoshal;Ghoshal
3606;Pohjola;Pohjola
18801;Noelleoas;Noelleoas
212991;Garcialorca;"Garc&#237;alorca"
5928;Pindarus;Pindarus
145593;Xantus;"X&#225;ntus"
1990;Pilcher;Pilcher
22563;Xinwang;Xinwang
7932;Plimpton;Plimpton
22449;Ottijeff;Ottijeff
6121;Plachinda;Plachinda
6657;Otukyo;Otukyo
4609;Pizarro;Pizarro
16507;Fuuren;Fuuren
70728;Gal-Edd;Gal-Edd
12757;Yangtze;Yangtze
3164;Prast;Prast
29992;Yasminezubi;Yasminezubi
7305;Ossakajusto;Ossakajusto
60622;Pritchet;Pritchet
230155;Francksallet;Francksallet
22495;Fubini;Fubini
3340;Yinhai;Yinhai
6230;Fram;Fram
309;Fraternitas;Fraternitas
19857;Amandajane;Amandajane
20608;Fredmerlin;Fredmerlin
26005;Alicezhao;Alicezhao
7408;Yoshihide;Yoshihide
11766;Fredseares;Fredseares
3636;Pajdusakova;"Pajdu&#353;&#225;kov&#225;"
2910;Yoshkar-Ola;Yoshkar-Ola
40444;Palacky;"Palack&#253;"
29969;Amyvitha;Amyvitha
32622;Yuewaichun;Yuewaichun
11059;Nulliusinverba;Nulliusinverba
306367;Nut;Nut
722;Frieda;Frieda
375832;Yurijmedvedev;Yurijmedvedev
25124;Zahramaarouf;Zahramaarouf
376;Geometria;Geometria
4244;Zakharchenko;Zakharchenko
34044;Obafial;Obafial
240697;Gemenc;Gemenc
32731;Annaivanovna;Annaivanovna
3008;Nojiri;Nojiri
24754;Zellyfry;Zellyfry
31862;Garfinkle;Garfinkle
11459;Andraspal;Andraspal
13027;Geeraerts;Geeraerts
5441;Andymurray;Andymurray
31996;Goecknerwald;Goecknerwald
3789;Zhongguo;Zhongguo
7094;Godaisan;Godaisan
7817;Zibiturtle;Zibiturtle
7124;Glinos;Glinos
7909;Ziffer;Ziffer
90140;Gomezdonet;"G&#243;mezdonet"
3809;Amici;Amici
23571;Zuaboni;Zuaboni
628;Christine;Christine
5166;Olson;Olson
10960;Gran;Sasso
28983;Omergranek;Omergranek
1389;Onnie;Onnie
361267;`I`iwi;`I`iwi
11361;Orbinskij;Orbinskij
;"name=""d"">";-5956
1492;Oppolzer;Oppolzer
273230;de;Bruyn
5214;Oozora;Oozora
10674;de;Elia
2099;Opik;"&#214;pik"
15785;de;Villegas
8711;Lukeasher;Lukeasher
1067;Lunaria;Lunaria
40447;Lorenzoni;Lorenzoni
9576;van;der
21900;Orus;Orus
27865;Ludgerfroebel;Ludgerfroebel
35326;Lucastrabla;Lucastrabla
35324;Orlandi;Orlandi
6845;Mansurova;Mansurova
8536;Mans;"M&#229;ns"
27456;Sarkisian;Sarkisian
8194;Satake;Satake
2859;Paganini;Paganini
15335;Satoyukie;Satoyukie
7219;Satterwhite;Satterwhite
2094;Magnitka;Magnitka
49382;Lynnokamoto;Lynnokamoto
11935;Olakarlsson;Olakarlsson
24637;Ol'gusha;Ol'gusha
4728;Lyapidevskij;Lyapidevskij
18984;Olathe;Olathe
18235;Lynden-Bell;Lynden-Bell
33495;Schaferjames;Schaferjames
1742;Schaifers;Schaifers
17764;Schatzman;Schatzman
9639;Scherer;Scherer
4358;Lynn;Lynn
161546;Schneeweis;Schneeweis
24974;Macuch;"Mac&#250;ch"
2713;Luxembourg;Luxembourg
5309;MacPherson;MacPherson
20874;MacGregor;MacGregor
11814;Schwamb;Schwamb
13724;Schwehm;Schwehm
510;Mabella;Mabella
4999;MPC;MPC
135980;Scottanderson;Scottanderson
29148;Palzer;Palzer
3057;Malaren;"M&#228;laren"
3063;Makhaon;Makhaon
5303;Parijskij;Parijskij
13070;Seanconnery;Seanconnery
33035;Pareschi;Pareschi
7669;Malse;"Mal&#353;e"
207657;Mangiantini;Mangiantini
7533;Seiraiji;Seiraiji
5381;Sekhmet;Sekhmet
12460;Mando;Mando
3426;Seki;Seki
120285;Brentbos;Brentbos
34179;Bryanchun;Bryanchun
43841;Marcustacitus;Marcustacitus
1014;Semphyra;Semphyra
16702;Buxner;Buxner
15120;Mariafelix;"Mariaf&#233;lix"
16598;Brugmansia;Brugmansia
33504;Rebrouwer;Rebrouwer
2884;Reddish;Reddish
84096;Reginaldglenice;Reginaldglenice
20582;Reichenbach;Reichenbach
3694;Sharon;Sharon
2499;Brunk;Brunk
6314;Reigber;Reigber
2575;Bulgaria;Bulgaria
1196;Sheba;Sheba
6754;Burdenko;Burdenko
21618;Sheikh;Sheikh
16062;Buncher;Buncher
6234;Sheilawolfman;Sheilawolfman
45580;Reneracine;"Ren&#233;racine"
4930;Rephiltim;Rephiltim
20559;Sheridanlamp;Sheridanlamp
4350;Shibecha;Shibecha
8358;Rickblakley;Rickblakley
13744;Rickline;Rickline
5340;Burton;Burton
31431;Cabibbo;Cabibbo
6198;Shirakawa;Shirakawa
11002;Richardlis;Richardlis
12234;Shkuratov;Shkuratov
1214;Richilde;Richilde
10119;Remarque;Remarque
1577;Reiss;Reiss
21256;Robertobattiston;Robertobattiston
37022;Robertovittori;Robertovittori
27572;Shurtleff;Shurtleff
5109;Robertmiller;Robertmiller
229864;Sichouzhilu;Sichouzhilu
15199;Rodnyanskaya;Rodnyanskaya
2343;Siding;Spring
23768;Abu-Rmaileh;Abu-Rmaileh
26665;Sidjena;Sidjena
8652;Acacia;Acacia
12598;Sierra;Sierra
34127;Adamnayak;Adamnayak
3201;Sijthoff;Sijthoff
10055;Silcher;Silcher
18142;Adamsidman;Adamsidman
1317;Silvretta;Silvretta
7655;Adamries;Adamries
8625;Simonhelberg;Simonhelberg
30175;Adityajain;Adityajain
11914;Sinachopoulos;Sinachopoulos
608;Adolfine;Adolfine
53256;Sinitiere;Sinitiere
820;Adriana;Adriana
1009;Sirene;Sirene
31344;Agathon;Agathon
6675;Sisley;Sisley
1027;Aesculapia;Aesculapia
27125;Siyilee;Siyilee
7218;Skacel;"Sk&#225;cel"
1155;Aenna;"A&#235;nna"
1800;Aguilar;Aguilar
3283;Skorina;Skorina
1194;Aletta;Aletta
1807;Slovakia;Slovakia
11156;Al-Khwarismi;Al-Khwarismi
1731;Smuts;Smuts
13498;Al;Chwarizmi
2864;Soderblom;Soderblom
9532;Abramenko;Abramenko
456;Abnoba;Abnoba
58373;Albertoalonso;Albertoalonso
20259;Alanhoffman;Alanhoffman
392142;Solheim;Solheim
1331;Solvejg;Solvejg
19148;Alaska;Alaska
5771;Somerville;Somerville
13128;Aleppo;Aleppo
3334;Somov;Somov
11099;Sonodamasaki;Sonodamasaki
274302;Abahazi;"Abah&#225;zi"
3480;Abante;Abante
28317;Aislinndeely;Aislinndeely
1918;Aiguillon;Aiguillon
16713;Airashi;Airashi
1783;Albitskij;Albitskij
7142;Spinoza;Spinoza
1213;Algeria;Algeria
5410;Spivakov;Spivakov
12112;Sprague;Sprague
5380;Sprigg;Sprigg
10199;Chariklo;Chariklo
30048;Sreyasmisra;Sreyasmisra
12148;Caravaggio;Caravaggio
188139;Stanbridge;Stanbridge
20361;Romanishin;Romanishin
2516;Roman;Roman
1231;Auricula;Auricula
113951;Artdavidsen;Artdavidsen
18610;Arthurdent;Arthurdent
11516;Arthurpage;Arthurpage
15378;Artin;Artin
25312;Asiapossenti;Asiapossenti
4946;Askalaphus;Askalaphus
20961;Arkesilaos;Arkesilaos
793;Arizona;Arizona
34025;Caolannbrady;Caolannbrady
28860;Cappelletto;Cappelletto
3457;Arnenordheim;Arnenordheim
25907;Capodilupo;Capodilupo
28321;Arnabdey;Arnabdey
189004;Capys;Capys
3920;Aubignan;Aubignan
3414;Champollion;Champollion
9117;Aude;Aude
3035;Chambers;Chambers
2755;Avicenna;Avicenna
13303;Asmitakumar;Asmitakumar
28738;Carolinolan;Carolinolan
15342;Assisi;Assisi
21361;Carsonmark;Carsonmark
11941;Archinal;Archinal
30201;Caruana;Caruana
19783;Antoniromanya;Antoniromanya
9922;Catcheller;Catcheller
651;Antikleia;Antikleia
3382;Cassidy;Cassidy
6710;Apostel;Apostel
117539;Celletti;Celletti
107052;Aquincum;Aquincum
1252;Celestia;Celestia
7729;Golovanov;Golovanov
397278;Arvidson;Arvidson
1722;Goffin;Goffin
28050;Asekomeh;Asekomeh
3202;Graff;Graff
5230;Asahina;Asahina
341359;Gregneumann;Gregneumann
24154;Ayonsen;Ayonsen
38269;Gueymard;Gueymard
161585;Danielhals;Danielhals
19875;Guedes;Guedes
29620;Gurbanikaur;Gurbanikaur
85773;Gutbezahl;Gutbezahl
29562;Danmacdonald;Danmacdonald
11108;Hachimantai;Hachimantai
129327;Davehamara;Davehamara
4066;Haapavesi;Haapavesi
6859;Datemasamune;Datemasamune
46689;Hakuryuko;Hakuryuko
28485;Dastidar;Dastidar
164268;Hajmasi;"Hajm&#225;si"
1991;Darwin;Darwin
7279;Hagfors;Hagfors
13788;Dansolander;Dansolander
15303;Hatoyamamachi;Hatoyamamachi
135991;Danarmstrong;Danarmstrong
2068;Dangreen;Dangreen
2851;Harbin;Harbin
3415;Danby;Danby
239792;Hankakovacova;"Hankakov&#225;&#269;ov&#225;"
28128;Cynthrossman;Cynthrossman
2334;Cuffey;Cuffey
9053;Hamamelis;Hamamelis
13269;Dahlstrom;Dahlstrom
7207;Hammurabi;Hammurabi
35370;Daisakyu;Daisakyu
449;Hamburga;Hamburga
5335;Damocles;Damocles
3530;Hammel;Hammel
20312;Danahy;Danahy
9373;Hamra;Hamra
5717;Damir;Damir
28564;Gunderman;Gunderman
245943;Davidjoseph;Davidjoseph
19410;Guisard;Guisard
117032;Davidlane;Davidlane
84095;Davidjohn;Davidjohn
7240;Hasebe;Hasebe
33135;Davidrisoldi;Davidrisoldi
9645;Grunewald;"Gr&#252;newald"
15858;Davidwoods;Davidwoods
6561;Gruppetta;Gruppetta
21653;Davidwang;Davidwang
1914;Hartbeespoortdam;Hartbeespoortdam
27470;Debrabeckett;Debrabeckett
114023;Harvanek;Harvanek
82071;Debrecen;Debrecen
3610;Decampos;Decampos
2929;Harris;Harris
167018;Csontoscsaba;Csontoscsaba
198110;Heathrhoades;Heathrhoades
22873;Heatherholt;Heatherholt
3531;Cruikshank;Cruikshank
1251;Hedera;Hedera
14282;Cruijff;Cruijff
12568;Kuffner;Kuffner
19917;Dazaifu;Dazaifu
19029;Briede;Briede
8070;DeMeo;DeMeo
75841;Brendahuettner;Brendahuettner
120308;Deebradel;Deebradel
1211;Bressole;Bressole
224027;Gregoire;"Gr&#233;goire"
25515;Briancarey;Briancarey
2661;Bydzovsky;"Byd&#382;ovsk&#253;"
1674;Groeneveld;Groeneveld
2252;CERGA;CERGA
6912;Grimm;Grimm
5160;Camoes;Camoes
23733;Hyojiyun;Hyojiyun
73465;Buonanno;Buonanno
5490;Burbidge;Burbidge
9998;ISO;ISO
90502;Buratti;Buratti
4427;Burnashev;Burnashev
